Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2019-01-02,95.50133514404297,96.09632700721842,93.44246514697164,94.01857146762958,35329300
2019-01-03,91.98802185058594,94.62299783785524,91.79913042173955,94.53799489350655,42579100
2019-01-04,96.26630401611328,96.81407829680636,93.43299771587112,94.17910257292468,44060600
2019-01-07,96.38909912109375,97.53186538093722,95.36911410596319,95.9924378815723,35656100
2019-01-08,97.08798217773438,98.19297009604554,96.05854363096546,97.31464470330472,31514400
2019-01-09,98.47628784179688,99.052394081584,97.50352041557404,98.08907302802996,32280800
2019-01-10,97.84351348876953,97.9851802507081,96.6913010596931,97.48463060326657,30067600
2019-01-11,97.08798217773438,97.69242038290314,95.99243342744612,97.45631148383809,28314200
2019-01-14,96.37964630126953,97.15408312822606,95.63354138662697,96.2379795342286,28437100
2019-01-15,99.17518615722656,99.21296444656264,96.21909806455851,96.8140971147617,31587600
2019-01-16,99.5246353149414,100.35574337453515,99.12797403493867,99.41130763806797,29853900
2019-01-17,100.2234878540039,100.70514472300664,98.93905512572265,99.16571760557513,28393000
2019-01-18,101.72513580322266,101.9045808345037,100.0251564109521,101.48902695384034,37427600
2019-01-22,99.80793762207031,101.14903421802298,99.03350084922027,100.81848325500233,32371300
2019-01-23,100.78070831298828,101.0923737479392,99.4868291228856,100.22349484335254,25874300
2019-01-24,100.2990493774414,101.05460067589829,99.48683425351518,100.922380279489,23164800
2019-01-25,101.21514892578125,101.88569725367039,100.299045354921,101.28125912133451,31225600
2019-01-28,99.24129486083984,100.56350614571168,98.84463363701984,100.35572916024259,29476700
2019-01-29,97.22019958496094,99.13740263333668,96.49298016321539,99.05239968545077,31490500
2019-01-30,100.46904754638672,100.46904754638672,98.53295906286615,98.8068462270217,49471900
2019-01-31,98.62739562988281,99.37350050985975,97.44685130184412,98.03240388252078,55636400
2019-02-01,97.06907653808594,98.31573107135056,96.66296899741417,98.01351200890673,35535700
2019-02-04,99.8646240234375,99.92129506239124,97.05964897854682,97.1540983083123,31315100
2019-02-05,101.26237487792969,101.30959232937431,100.07238413727183,100.16682624563207,27325400
2019-02-06,100.13849639892578,101.05460000040296,99.66627864191456,101.05460000040296,20609800
2019-02-07,99.42073822021484,99.72295734156182,98.4951953134838,99.34518884398226,29760700
2019-02-08,99.79850769042969,99.90239618241746,98.4668572470428,98.58963128054118,21461100
2019-02-11,99.40184020996094,100.65794120273485,99.13739941263408,100.29905108738727,18914100
2019-02-12,100.95069885253906,101.18680770142338,99.61904869167607,100.24237230588614,25056600
2019-02-13,100.87515258789062,101.79125616794352,100.78071047979125,101.5268153830769,18394900
2019-02-14,100.96015167236328,101.32848092371042,99.78905372463059,100.40293100656203,21784700
2019-02-15,102.20680236816406,102.28235893112345,101.39458733002667,101.91402969353445,26606900
2019-02-19,102.15958404541016,102.62236261811034,101.79125478499711,101.80070115732,18038500
2019-02-20,101.6284408569336,102.37773213250304,100.81275704992095,102.30185288621274,21607700
2019-02-21,103.7719955444336,103.83838808420394,101.36288344438306,101.39133635624977,29063200
2019-02-22,105.25157165527344,105.46971540161205,104.16083121485488,104.37898219743533,27763200
2019-02-25,105.83963012695312,106.39923048290092,105.52664092188142,106.00087532281498,23750600
2019-02-26,106.56997680664062,107.40462691679753,105.4412963875269,105.52666235988345,21536700
2019-02-27,106.3897705078125,106.56998194105768,105.16624457754446,105.93450942079085,21487100
2019-02-28,106.2569808959961,107.0631780986243,105.972444537786,106.26646761214302,29083900
2019-03-01,106.73121643066406,107.19596421895046,105.91553250398101,107.07266585282183,23501200
2019-03-04,106.4751205444336,107.41410272755947,105.09035682132819,107.19595169701334,26608000
2019-03-05,105.94398498535156,106.59843091453159,105.49821063135688,106.46564583270438,19538300
2019-03-06,105.99140167236328,106.8545118618394,105.68789190780716,106.10522054766317,17687000
2019-03-07,104.70149230957031,105.80171982274128,104.20829161361918,105.6594480255217,25339000
2019-03-08,104.81531524658203,105.00500615937848,103.19343406256559,103.53488349459478,22818400
2019-03-11,107.01576232910156,107.12957398143867,105.26109607187517,105.27057555207365,26491600
2019-03-12,107.7650375366211,108.11596639358486,106.84502155851212,107.00625953258971,26132700
2019-03-13,108.59970092773438,109.07393542960222,107.91680208724561,108.24876479130425,35513800
2019-03-14,108.68505096435547,109.26361758921908,108.43845425322029,108.63763185971115,30763400
2019-03-15,109.9370346069336,111.2079794703406,108.6850487014972,109.39640038254414,54681100
2019-03-18,111.5114974975586,111.5494371250427,110.06982783438296,110.18363948059122,31207600
2019-03-19,111.5873794555664,112.33667083497879,110.96138644128105,112.00470089551244,37588700
2019-03-20,111.46406555175781,112.63068552046435,110.69580803348988,111.3407671958147,28113300
2019-03-21,114.02494049072266,114.59402042427368,111.05622798968747,111.10365433258504,29854400
2019-03-22,111.01828002929688,113.42738450226076,111.00879331479902,113.34202578050888,33624500
2019-03-25,111.59687042236328,111.9288331382296,110.32591814930355,110.5535486921484,27067100
2019-03-26,111.83397674560547,112.59274755963705,110.82859474355404,112.50738882800906,26097700
2019-03-27,110.7527084350586,112.11850594403975,109.56712232969114,111.80550947552435,22733400
2019-03-28,110.90448760986328,111.52099394686051,110.14570946644443,111.38820885719892,18334800
2019-03-29,111.86244201660156,112.2228576503731,110.93293916411925,111.9857403879918,25399800
2019-04-01,112.88676452636719,112.97213048963324,112.01417488099966,112.82037199326844,22789100
2019-04-02,113.04801940917969,113.32307628018975,112.41253969659037,112.92471381127352,18142300
2019-04-03,113.78782653808594,114.22412140762887,113.01008225129301,113.68349436969044,22860700
2019-04-04,113.2092514038086,114.03442197314644,112.27974867387941,113.91111638176923,20112800
2019-04-05,113.71192932128906,114.03441249164285,113.21872870551877,113.23769489848404,15826200
2019-04-08,113.74988555908203,113.83524429425877,112.52635970117362,113.63606667593564,15116200
2019-04-09,113.13335418701172,113.37995809436057,112.46942893981381,112.51684803676082,17612000
2019-04-10,113.99649047851562,114.14824175440789,113.37998418638871,113.5886485224542,16477200
2019-04-11,114.12928771972656,114.62248846423533,113.74041191812289,114.32846536094615,14209100
2019-04-12,114.71731567382812,114.74577582054117,114.16720918685309,114.42329261732046,19745100
2019-04-15,114.81214904785156,115.31483634491667,114.35688084817903,114.70781690284832,15792600
2019-04-16,114.54657745361328,115.38123465548898,113.9111050739982,115.37174794103778,14071800
2019-04-17,115.49504852294922,115.570927767544,114.32843589133728,114.99236119093408,19300900
2019-04-18,117.01261901855469,117.15488357455447,115.04928854707424,115.89342534847805,27991000
2019-04-22,117.38252258300781,117.6101531112684,116.25384218513223,116.30126852846503,15648700
2019-04-23,118.97594451904297,119.10872958992411,117.44890896766623,117.70499239401023,24025500
2019-04-24,118.568115234375,119.36482574461827,118.10336020048868,119.30791991852787,31257000
2019-04-25,122.49475860595703,124.60036082420353,122.19125606888336,123.35786882034829,38033900
2019-04-26,123.1966323852539,123.79417246003622,122.37146902292614,123.01642096762191,23654900
2019-04-29,123.08282470703125,123.4716859932792,122.68446946850453,123.20611583426137,16324200
2019-04-30,123.87004852294922,123.96488673282121,122.72239474534508,123.12074996077723,24166500
