Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2019-01-02,3.3783226013183594,3.434371665728638,3.2253036744534938,3.2399359669819403,508752000
2019-01-03,3.1742146015167236,3.3520341133138305,3.166774520883226,3.318057421849131,705552000
2019-01-04,3.3775789737701416,3.4157715633648196,3.216623745713988,3.2473762542405473,585620000
2019-01-07,3.5563900470733643,3.593342816132196,3.383530519373319,3.434867711611019,709160000
2019-01-08,3.4678521156311035,3.640215664472654,3.3951866324325843,3.637983427602176,786016000
2019-01-09,3.536053419113159,3.5834223440245285,3.4685960189955902,3.5191888916968663,617260000
2019-01-10,3.6017749309539795,3.6104550641942947,3.456196088139826,3.5167093886829974,523156000
2019-01-11,3.691056966781616,3.713873419148392,3.551678146852508,3.5794545741602875,874764000
2019-01-14,3.730985641479492,3.756282199984531,3.6151673510625892,3.6387278828327676,730168000
2019-01-15,3.7168495655059814,3.803155165066974,3.6984971139079303,3.763722287430097,617012000
2019-01-16,3.6913042068481445,3.7771138164032103,3.685848258993731,3.7441293145921937,470104000
2019-01-17,3.762730836868286,3.802659693632082,3.631040183022255,3.6583208770980113,493436000
2019-01-18,3.8919408321380615,3.917981469466905,3.760994276013779,3.812579340309018,651336000
2019-01-22,3.689568519592285,3.873340176988813,3.6593119889272123,3.8616839647976495,661552000
2019-01-23,3.7024648189544678,3.8336594701299638,3.6712163403917453,3.744873772524299,591020000
2019-01-24,3.9145090579986572,3.932117192262142,3.782322461090031,3.787034566975097,708972000
2019-01-25,3.9717977046966553,3.989902048229493,3.7523135820685,3.8549874849640178,1154572000
2019-01-28,3.422715425491333,3.512741180472075,3.248864179739259,3.386506733965607,2511528000
2019-01-29,3.263744354248047,3.4249476766179865,3.2491120617758487,3.3765865616490562,1153932000
2019-01-30,3.4073398113250732,3.4217240007606025,3.2602727857212335,3.339882392815847,974228000
2019-01-31,3.565070629119873,3.6007833498842956,3.3822908925758384,3.404115398741851,842852000
2019-02-01,3.5893747806549072,3.6404638709739183,3.5360539262900543,3.5836707266602517,625048000
2019-02-04,3.699737310409546,3.7369379523852078,3.5831749362280725,3.605247310826541,528592000
2019-02-05,3.7188336849212646,3.755538353812424,3.6779128832651944,3.711641472352647,542424000
2019-02-06,3.7944746017456055,3.8589559254476535,3.7466097010222734,3.7520656492860702,702464000
2019-02-07,3.656087636947632,3.750329514282969,3.6131829484495372,3.7480975140108868,637120000
