Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2019-01-02,52.54352951049805,52.847926095546775,51.07883783488219,51.17449175833023,31868000
2019-01-03,51.08830261230469,53.1204372814635,50.9338636766462,52.34375371798174,41960000
2019-01-04,53.708797454833984,53.80494928728177,51.65573898967978,51.93970940332592,46022000
2019-01-07,53.60169219970703,53.93946464227254,52.94008908442421,53.85327881040014,47446000
2019-01-08,54.07248306274414,54.47004013864049,53.22455514767807,54.10386724722405,35414000
2019-01-09,53.88715362548828,54.38484969739052,53.524466179409636,54.203009954484365,26998000
2019-01-10,53.746665954589844,53.79548875468404,53.041720974825786,53.552868515243595,26598000
2019-01-11,53.03125762939453,53.47464999878858,52.63070921552545,53.301776614723046,30864000
2019-01-14,52.38560104370117,52.73134782286769,52.23813679640198,52.47676988241856,28490000
2019-01-15,54.129276275634766,54.21695966551821,52.53156776764897,52.709424149061945,37518000
2019-01-16,54.27873229980469,54.91891340952596,54.204006241090454,54.30314559965827,38280000
2019-01-17,54.757503509521484,54.83621673712615,53.96736470669732,54.20301407098503,24896000
2019-01-18,55.16502380371094,55.69809123661503,54.76547123897246,55.22928973564205,44892000
2019-01-22,53.73670196533203,54.750030717147254,53.35109875352242,54.60206474935488,39632000
2019-01-23,54.024654388427734,54.450110192976936,53.185696667794126,54.1467094810769,25194000
2019-01-24,54.004234313964844,54.203512688738215,53.30775774345811,53.93000236868029,29114000
2019-01-25,54.87656784057617,54.9687325143831,54.39282113156591,54.513880388442786,23260000
2019-01-28,53.797977447509766,54.47103650932514,53.53642483667894,54.30663537761651,29334000
2019-01-29,53.30974578857422,54.04059781937417,53.10847574604862,53.85676259045809,19704000
2019-01-30,54.70120620727539,54.77742983042162,53.637560925654874,53.67343019520863,29452000
2019-01-31,56.09116744995117,56.17984668880572,55.06289725811209,55.411133646805865,40232000
2019-02-01,55.728981018066406,56.515132666516024,55.51127198793617,55.91181661770946,33116000
2019-02-04,56.8648567199707,56.91069199552285,55.67367548511581,55.748405342701915,78408000
2019-02-05,57.385467529296875,57.43030696344208,55.97707523225832,56.2774846174495,82296000
2019-02-06,55.94171142578125,57.49159311846426,55.71602806554988,57.25594754981254,48256000
2019-02-07,55.09577560424805,55.398674613593236,54.4819994572795,55.39020616680727,38298000
2019-02-08,54.9199104309082,55.05542078200463,54.51438282013796,54.54626492562985,21766000
2019-02-11,54.906959533691406,55.470419141597965,54.80134340257628,54.98816616417597,18498000
